ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,Gender,Age,Slots
Margarita Loya,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-385-3092,1,1,0
Margarita Martinez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-385-5416,3,"2,3",0
Margarita Rios Fierro,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,662-385-5419,2,1,0
Margarita V Villasenor,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,662-386-7451,1,"2,3",1
Margi Virginia Johnson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,TUNICA,38676,72,TUNICA,662-388-4093,3,1,1
Margie Schoenvogel,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-390-3568,2,"1,2",0
Margo Cruz,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39202,25,HINDS,662-390-3918,3,2,1
Margrett Isaac,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,OXFORD,38655,36,LAFAYETTE,662-390-6199,2,2,0
Mari Alvarado,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENWOOD,38930,42,LEFLORE,662-390-6201,1,1,0
Maria  Carmen Rodriguez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,662-390-6809,3,"1,2",0
Maria  Del Toro,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-390-7161,2,"1,2,3",0
Maria  Diaz,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39203,25,HINDS,662-392-2417,1,3,0
Maria  Dominguez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MACON,39341,52,NOXUBEE,662-392-4433,3,"4,5",0
Maria  Gonzalez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-392-5408,2,"3,4",0
Maria  Lara de Cabrera,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,NATCHEZ,39120,1,ADAMS,662-392-8551,1,"1,2",0
Maria  Leija,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CRYSTAL SPRINGS,39059,15,COPIAH,662-392-9569,3,1,1
Maria  Perez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-393-0484,2,"2,3",2
Maria  Pinal,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39203,25,HINDS,662-393-0628,1,"4,5",0
Maria  Pinkerton,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-393-1122,3,4,0
Maria  Sanchez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-393-8961,2,"3,4",0
Maria  Tijerina,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BENTONIA,39040,82,YAZOO,662-394-0329,1,5,0
Maria  Velasquez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MARKS,38643,60,QUITMAN,662-394-0455,3,5,0
Maria A Garza,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,NATCHEZ,39120,1,ADAMS,662-394-0870,2,"1,2",0
Maria A Montgomery,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-394-0877,1,2,0
Maria A Vazquez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-394-1042,1,1,0
Maria A. Hernandez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-394-5513,3,"2,3",0
Maria Acosta,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JONESTOWN,38639,14,COAHOMA,662-395-2280,2,1,1
Maria Angelina Quezada,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CRYSTAL SPGS,39059,15,COPIAH,662-396-1321,1,"2,3",0
Maria Anna Cantu,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-398-7414,3,1,1
Maria Antonia Sauceda,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-398-9113,2,"1,2",1
Maria Arango,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,COLUMBIA,39429,46,MARION,662-398-9132,3,2,1
Maria Banuelos,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GULFPORT,39503,24,HARRISON,662-398-9214,2,2,0
Maria Chacon,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-398-9943,1,1,0
Maria Colunga,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SALLIS,39160,4,ATTALA,662-400-3100,3,"1,2",1
Maria Concepcion Herrera,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,662-400-9039,2,"1,2,3",0
Maria Concepcion McCauley,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-400-9840,1,3,0
Maria Consuelo Renteria,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BROOKHAVEN,39601,43,LINCOLN,662-402-0224,3,"4,5",0
Maria Cristina Fierro,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,UTICA,39175,25,HINDS,662-402-0224,2,"3,4",1
Maria D Duarte,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-402-3597,1,"1,2",1
Maria D Lopez de Ruiz,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CORINTH,38834,2,ALCORN,662-402-4037,3,1,0
Maria D Reyes,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-402-4138,2,"2,3",1
Maria D Tapia,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-402-4741,1,"4,5",0
Maria De Jesus Mirano,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,TYLERTOWN,39667,74,WALTHALL,662-402-5435,3,4,0
Maria De Jesus Piras,UNLICENSED,6,Relative In-Home,0,Not Rated,5,FAYETTE,39069,32,JEFFERSON,662-402-7763,2,"3,4",0
Maria de Jesus Rodriguez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-402-8378,1,5,0
Maria De Jesus Saldana,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BEULAH,38726,6,BOLIVAR,662-402-8761,3,5,0
Maria De La Luz Linan,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,NATCHEZ,39120,1,ADAMS,662-402-9937,2,"1,2",0
Maria De Los Angel Solis,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MOUND BAYOU,38762,6,BOLIVAR,662-403-9265,1,2,0
Maria De Los Santos,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,KOSCIUSKO,39090,4,ATTALA,662-404-4031,1,1,0
Maria De Lourdes Medrano,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-414-6432,3,"2,3",1
Maria Del Carmen Castillo,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SILVER CREEK,39663,39,LAWRENCE,662-415-4287,2,1,2
Maria Del Carmen Castillo,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-416-9373,1,"2,3",0
Maria Del Carmen Leon,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39211,25,HINDS,662-416-9373,3,"1,2",0
Maria Del Pilar Areiza,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,VANCLEAVE,39565,30,JACKSON,662-417-3866,2,1,0
Maria Del Rosario  Munoz Dominguez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-418-1513,3,"2,3",0
Maria del Rosario Garcia,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-422-0682,2,"4,5",0
Maria Del Socorro Escajeda,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-423-9503,1,4,0
Maria Del Socorro Kerr,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-425-0890,3,"3,4",0
Maria Dominguez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BYRAM,39272,25,HINDS,662-425-1062,2,5,0
Maria Elena  Cuellar Rios,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MCCOMB,39648,57,PIKE,662-425-2789,1,5,0
Maria Elena Casado,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-425-4569,3,"1,2",1
Maria Elena Chavarria,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-429-0167,2,2,0
Maria Elena Perez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GRENADA,38901,22,GRENADA,662-436-3253,1,1,1
Maria Elena Velazquez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BILOXI,39530,24,HARRISON,662-444-3286,3,"2,3",1
Maria Elisa Vargas,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,KOSCIUSKO,39090,4,ATTALA,662-444-9765,2,1,1
Maria Eliza Ximenez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,662-446-6237,1,"2,3",0
Maria Esther Lovatos,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LAMAR,38642,5,BENTON,662-446-9019,3,1,0
Maria F Martinez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LAKE,39092,62,SCOTT,662-447-3070,2,"1,2",1
Maria Flores,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-447-5135,1,2,0
Maria French,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,TUPELO,38804,41,LEE,662-447-5577,3,2,0
Maria G Bernal,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-450-2033,2,1,0
Maria G Villa,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PICAYUNE,39466,55,PEARL RIVER,662-450-2102,1,"1,2",1
Maria Gonzales,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,OLIVE BRANCH,38654,17,DESOTO,662-450-2108,1,"1,2,3",1
Maria Gonzalez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,662-450-7549,3,3,0
Maria Guadalupe Amaya,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JONESTOWN,38639,14,COAHOMA,662-450-8001,2,"4,5",1
Maria Guadalupe Hernandez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SILVER CREEK,39663,39,LAWRENCE,662-450-8028,1,"3,4",0
Maria Guadalupe Moreno,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LAUREL,39440,34,JONES,662-451-7487,3,"1,2",0
Maria Guadalupe Rivas,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,NEW ALBANY,38652,73,UNION,662-451-7899,2,1,0
Maria Guadalupe Rodriguez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,UNION,39365,51,NEWTON,662-452-3047,3,"2,3",0
Maria Isabel Macias,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WEST POINT,39773,13,CLAY,662-452-5026,2,"4,5",0
Maria Isela Gutierrez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-453-0329,1,4,0
Maria Jesus Garza,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,662-453-1101,3,"3,4",0
Maria Jimenez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-453-1259,2,5,0
Maria Julia Perez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,662-453-1431,1,5,1
Maria L Escobedo,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,662-453-1996,3,"1,2",2
Maria L Guerrero,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-453-2064,2,2,0
Maria L Martinez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BROOKHAVEN,39601,43,LINCOLN,662-453-4047,1,1,0
Maria L Vasquez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,VICKSBURG,39183,75,WARREN,662-453-4584,3,"2,3",0
Maria Larios,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JONESTOWN,38639,14,COAHOMA,662-453-4596,2,1,0
Maria Levin,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-453-4896,1,"2,3",0
Maria Lopez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,TERRY,39170,25,HINDS,662-453-4994,3,1,0
Maria Lopez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,662-453-5413,2,"1,2",0
Maria Louisa  Garza,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,COLLINS,39428,16,COVINGTON,662-453-5703,1,2,0
Maria Lourdes Canela,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-453-6031,3,2,0
Maria Lourdes Rodriguez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-453-6638,2,1,1
Maria Lozano,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,662-453-6707,3,"1,2",0
Maria Luisa Acosta,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SOUTHAVEN,38672,17,DESOTO,662-453-7519,2,"1,2,3",1
Maria Luisa Avila,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-453-7551,1,3,1
Maria Luisa Cardiel,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LAUREL,39440,34,JONES,662-453-9556,3,"4,5",1
Maria Luz Mendoza,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WALLS,38680,17,DESOTO,662-453-9574,2,"3,4",0
Maria Machura,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-454-3191,1,"1,2",0
Maria Magdalena Sanchez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,KOKOMO,39643,74,WALTHALL,662-454-9255,3,1,1
Maria Maldonado,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,662-454-9255,2,"2,3",0
Avance - SA Head Start - Bellaire Elem,LICENSED,2,Slot Contractor,0,Not Rated,5,JACKSON,39206,25,HINDS,662-454-9914,1,"4,5",0
Maria Martha Ventura,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GUNNISON,38746,6,BOLIVAR,662-455-1547,3,4,0
Maria Mata,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,KOSCIUSKO,39090,4,ATTALA,662-455-4777,2,"3,4",1
Maria Mayela Nava,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-455-5336,1,5,1
Maria Melendez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-455-6460,3,5,0
Maria Mendoza,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENWOOD,38930,42,LEFLORE,662-455-9906,2,"1,2",1
Maria Montanez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CHARLESTON,38921,68,TALLAHATCHIE,662-456-2228,1,2,0
Maria Moran,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-456-2246,3,1,0
Maria Nunez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-456-2473,2,"2,3",0
Maria Orive,UNLICENSED,6,Relative In-Home,0,Not Rated,5,NETTLETON,38858,41,LEE,662-456-3258,1,1,0
Maria Ortiz,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,COAHOMA,38617,14,COAHOMA,662-456-3393,1,"2,3",0
Maria Perez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-456-4337,3,1,0
Maria Pineda,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,KOSCIUSKO,39090,4,ATTALA,662-456-5497,2,"1,2",0
Maria Placencia,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-456-9652,1,2,0
Maria Ramirez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-457-0252,3,2,0
Maria Ramos,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-458-1718,2,1,0
Maria Reyes,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-460-2026,3,"1,2",1
Maria Reyes Ibarra,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-460-2026,2,"1,2,3",0
Maria Rios,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PEARL,39208,61,RANKIN,662-462-8387,1,3,1
Maria Rodriguez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-464-8410,3,"4,5",1
Maria Rodriguez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-464-8831,2,"3,4",1
Maria Silvia Lopez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-468-2301,1,"1,2",0
Maria Silvia Vega,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-468-2504,3,1,0
Maria Socorro Araiza,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-468-2661,2,"2,3",1
Maria Socorro Castro,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,OKOLONA,38860,48,MONROE,662-468-3012,1,"4,5",0
Maria Socorro Garza,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SHANNON,38868,48,MONROE,662-468-3164,3,4,0
Maria Socorro Teveni,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DECATUR,39327,51,NEWTON,662-468-3164,2,"3,4",0
Maria Sotelo,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GULFPORT,39503,24,HARRISON,662-468-3247,1,5,1
Maria Sylvia Molina,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,662-468-3487,3,5,1
Maria Teresa Cadena,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BAY SPRINGS,39422,31,JASPER,662-470-4526,2,"1,2",0
Maria Yolanda Arciniega,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HAZLEHURST,39083,15,COPIAH,662-472-0545,1,2,1
Maria Ysabel Ayala,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,662-472-2582,3,1,0
Maria Zamora,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HATTIESBURG,39402,37,LAMAR,662-472-2590,2,"2,3",0
Maria Zuluaga,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39211,25,HINDS,662-472-2596,1,1,0
Mariah  Bannister,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LAKE,39092,62,SCOTT,662-472-2596,1,"2,3",0
Mariah Adams,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-472-2921,3,1,0
Mariama Matturie,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-472-9690,2,"1,2",0
Mariana Fuentes,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CHARLESTON,38921,68,TALLAHATCHIE,662-472-9837,1,2,0
Maribel  Jimenez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,662-473-2771,3,2,0
Maribel  Johnson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,RIDGELAND,39157,45,MADISON,662-473-3353,2,"1,2",1
Maribel  Villalobos,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-473-3871,3,1,2
Maribel Zamora,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENWOOD,38930,42,LEFLORE,662-476-5889,2,"2,3",0
Maricel Banks,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,RAYMOND,39154,25,HINDS,662-483-1506,1,"4,5",0
Maricela Echeverria,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LOUIN,39338,31,JASPER,662-483-1510,3,4,0
Maricela Lopez Rios,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LORMAN,39096,32,JEFFERSON,662-483-2258,2,"3,4",0
Marie  Kudelka,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-487-0109,1,5,0
Marie  Trevino,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SARDIS,38666,54,PANOLA,662-487-2110,3,5,0
Mariela Galvan,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LAUREL,39443,34,JONES,662-487-2303,2,"1,2",0
Mariela Singh,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,TUNICA,38676,72,TUNICA,662-487-3170,1,2,0
Marilis Rodriguez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENWOOD,38930,42,LEFLORE,662-487-7097,3,1,0
Marilyn Londenberg,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TUNICA,38676,72,TUNICA,662-489-0398,2,"2,3",1
Marilyn Sue Buchholtz,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-489-0399,1,1,0
Marilyn Walewangko,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,662-489-1586,3,"2,3",1
Marina Cuebas,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-489-3999,2,1,1
Marina Garza,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-489-3999,1,"1,2",1
Mario  Pelaez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CHARLESTON,38921,68,TALLAHATCHIE,662-489-4050,3,2,0
Marion   Fowler,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,VANCLEAVE,39565,30,JACKSON,662-489-4050,2,2,0
Marion  Kindle,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-489-4988,1,1,1
Marion  Perry,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PERKINSTON,39573,66,STONE,662-492-3963,1,"1,2",0
Marionette Carlene Leatherwood,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OSYKA,39657,57,PIKE,662-492-8721,3,"1,2,3",0
Marisa  Russell,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-492-8979,2,3,0
Marisa Leigh Steward,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-494-1851,1,"4,5",1
Marisela Rodriguez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-494-3322,3,"3,4",1
Marisol Bucholz,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,NATCHEZ,39120,1,ADAMS,662-494-3790,2,"1,2",0
Marisol Rojas Vazquez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PEARL,39208,61,RANKIN,662-494-3882,3,1,1
Marissa Marisol Bello,UNLICENSED,6,Relative In-Home,0,Not Rated,5,STARKVILLE,39759,53,OKTIBBEHA,662-494-4114,2,"2,3",0
Marissa Moore,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BRANDON,39042,61,RANKIN,662-494-4405,1,"4,5",0
Maritza Gonzalez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BRANDON,39047,61,RANKIN,662-494-5292,3,4,0
Marivel Sanchez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WIGGINS,39577,66,STONE,662-494-5374,2,"3,4",0
Marjorie   Choice,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-494-6811,1,5,0
Marjorie Bradford,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,KOSCIUSKO,39090,4,ATTALA,662-494-7708,3,5,0
Marjorie Diane Caldwell,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MACON,39341,52,NOXUBEE,662-494-8166,2,"1,2",0
Marjorie Nell Rambo,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39202,25,HINDS,662-494-8611,1,2,0
Markie Hargrove,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CORINTH,38834,2,ALCORN,662-494-8752,3,1,1
Marla Bolster,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SALLIS,39160,4,ATTALA,662-494-9153,2,"2,3",2
Marlene Irwin,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-497-0286,1,1,0
Marna Hughes,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PEARL,39208,61,RANKIN,662-497-6160,3,"2,3",0
Marsha Ann Jones,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,662-504-4443,2,1,0
Marsha Kaye Nowlin,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SLEDGE,38670,60,QUITMAN,662-507-5202,1,"1,2",0
Marsha Petruska,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,662-508-0704,3,2,0
Marta Ostos,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,ROXIE,39661,19,FRANKLIN,662-510-5019,2,2,0
Marta Rojas Roel,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39202,25,HINDS,662-510-5390,3,1,0
